problem_id,final_question,true_answer,correct_option,selected_option,is_correct,generated_answer
3b17a705-1ef8-484e-bddf-2593b7062b98_perm_7,Is there a visible pathology?,Pneumoperitoneum,A,A,True,Pneumoperitoneum
3b17a705-1ef8-484e-bddf-2593b7062b98_perm_8,Is there a visible pathology?,Pneumoperitoneum,A,A,True,Pneumoperitoneum
3b17a705-1ef8-484e-bddf-2593b7062b98_perm_9,Is there a visible pathology?,Pneumoperitoneum,A,A,True,Pneumoperitoneum
3b17a705-1ef8-484e-bddf-2593b7062b98_perm_10,Is there a visible pathology?,Pneumoperitoneum,A,A,True,Pneumoperitoneum
3b17a705-1ef8-484e-bddf-2593b7062b98_perm_11,Is there a visible pathology?,Pneumoperitoneum,A,A,True,Pneumoperitoneum
3b17a705-1ef8-484e-bddf-2593b7062b98_perm_12,Is there a visible pathology?,Pneumoperitoneum,A,A,True,Pneumoperitoneum
3b17a705-1ef8-484e-bddf-2593b7062b98_perm_13,Is there a visible pathology?,Pneumoperitoneum,A,A,True,Pneumoperitoneum
3b17a705-1ef8-484e-bddf-2593b7062b98_perm_14,Is there a visible pathology?,Pneumoperitoneum,A,A,True,Pneumoperitoneum
3b17a705-1ef8-484e-bddf-2593b7062b98_perm_15,Is there a visible pathology?,Pneumoperitoneum,A,A,True,Pneumoperitoneum
3b17a705-1ef8-484e-bddf-2593b7062b98_perm_16,Is there a visible pathology?,Pneumoperitoneum,A,A,True,Pneumoperitoneum
3b17a705-1ef8-484e-bddf-2593b7062b98_perm_17,Is there a visible pathology?,Pneumoperitoneum,A,B,False,Normal chest xray
3b17a705-1ef8-484e-bddf-2593b7062b98_perm_18,Is there a visible pathology?,Pneumoperitoneum,A,B,False,Normal chest xray
3b17a705-1ef8-484e-bddf-2593b7062b98_perm_19,Is there a visible pathology?,Pneumoperitoneum,B,B,True,Pneumoperitoneum
3b17a705-1ef8-484e-bddf-2593b7062b98_perm_20,Is there a visible pathology?,Pneumoperitoneum,B,B,True,Pneumoperitoneum
3b17a705-1ef8-484e-bddf-2593b7062b98_perm_21,Is there a visible pathology?,Pneumoperitoneum,B,B,True,Pneumoperitoneum
3b17a705-1ef8-484e-bddf-2593b7062b98_perm_22,Is there a visible pathology?,Pneumoperitoneum,B,B,True,Pneumoperitoneum
3b17a705-1ef8-484e-bddf-2593b7062b98_perm_23,Is there a visible pathology?,Pneumoperitoneum,B,B,True,Pneumoperitoneum
3b17a705-1ef8-484e-bddf-2593b7062b98_perm_24,Is there a visible pathology?,Pneumoperitoneum,B,B,True,Pneumoperitoneum
3db48fb6-755b-4323-a963-42239ecb0316_perm_1,Is there metastatic cancer in this lymph node?,No. ,A,A,True,No. 
3db48fb6-755b-4323-a963-42239ecb0316_perm_2,Is there metastatic cancer in this lymph node?,No. ,B,B,True,No. 
3e221315-f38c-4c93-87b1-7c9915d8a41b_perm_1,Is this suspicious for lymphoma?,No.,B,A,False,Yes. 
3e221315-f38c-4c93-87b1-7c9915d8a41b_perm_2,Is this suspicious for lymphoma?,No.,B,A,False,Yes. 
40ea6079-9d12-477e-b34e-373c6d4f64d5_perm_1,What is the diagnosis?,"Fracture, ulna",B,A,False,"Fracture, ulna and radius"
40ea6079-9d12-477e-b34e-373c6d4f64d5_perm_2,What is the diagnosis?,"Fracture, ulna",A,B,False,"Fracture, ulna and radius"
41727fb3-7f70-4274-bacb-61f84b4bf584_perm_1,Is splinter hemorrhage present?,no,B,B,True,no
41727fb3-7f70-4274-bacb-61f84b4bf584_perm_2,Is splinter hemorrhage present?,no,B,B,True,no
41727fb3-7f70-4274-bacb-61f84b4bf584_perm_3,Is splinter hemorrhage present?,no,B,B,True,no
41727fb3-7f70-4274-bacb-61f84b4bf584_perm_4,Is splinter hemorrhage present?,no,B,B,True,no
41727fb3-7f70-4274-bacb-61f84b4bf584_perm_5,Is splinter hemorrhage present?,no,A,A,True,no
41727fb3-7f70-4274-bacb-61f84b4bf584_perm_6,Is splinter hemorrhage present?,no,B,B,True,no
41727fb3-7f70-4274-bacb-61f84b4bf584_perm_7,Is splinter hemorrhage present?,no,B,B,True,no
41727fb3-7f70-4274-bacb-61f84b4bf584_perm_8,Is splinter hemorrhage present?,no,B,B,True,no
41727fb3-7f70-4274-bacb-61f84b4bf584_perm_9,Is splinter hemorrhage present?,no,B,B,True,no
41727fb3-7f70-4274-bacb-61f84b4bf584_perm_10,Is splinter hemorrhage present?,no,A,A,True,no
41727fb3-7f70-4274-bacb-61f84b4bf584_perm_11,Is splinter hemorrhage present?,no,B,B,True,no
41727fb3-7f70-4274-bacb-61f84b4bf584_perm_12,Is splinter hemorrhage present?,no,B,B,True,no
41727fb3-7f70-4274-bacb-61f84b4bf584_perm_13,Is splinter hemorrhage present?,no,A,A,True,no
41727fb3-7f70-4274-bacb-61f84b4bf584_perm_14,Is splinter hemorrhage present?,no,B,B,True,no
41727fb3-7f70-4274-bacb-61f84b4bf584_perm_15,Is splinter hemorrhage present?,no,B,B,True,no
41727fb3-7f70-4274-bacb-61f84b4bf584_perm_16,Is splinter hemorrhage present?,no,A,A,True,no
41727fb3-7f70-4274-bacb-61f84b4bf584_perm_17,Is splinter hemorrhage present?,no,A,A,True,no
41727fb3-7f70-4274-bacb-61f84b4bf584_perm_18,Is splinter hemorrhage present?,no,B,B,True,no
41727fb3-7f70-4274-bacb-61f84b4bf584_perm_19,Is splinter hemorrhage present?,no,B,B,True,no
41727fb3-7f70-4274-bacb-61f84b4bf584_perm_20,Is splinter hemorrhage present?,no,B,B,True,no
41727fb3-7f70-4274-bacb-61f84b4bf584_perm_21,Is splinter hemorrhage present?,no,B,B,True,no
41727fb3-7f70-4274-bacb-61f84b4bf584_perm_22,Is splinter hemorrhage present?,no,B,B,True,no
41727fb3-7f70-4274-bacb-61f84b4bf584_perm_23,Is splinter hemorrhage present?,no,B,B,True,no
41727fb3-7f70-4274-bacb-61f84b4bf584_perm_24,Is splinter hemorrhage present?,no,B,B,True,no
443aea8a-c61d-418c-80ab-6f9250324838_perm_1,What organ is shown and is it tumorous?,Kidney without tumor. ,B,B,True,Kidney without tumor. 
443aea8a-c61d-418c-80ab-6f9250324838_perm_2,What organ is shown and is it tumorous?,Kidney without tumor. ,A,A,True,Kidney without tumor. 
44c46ae9-37d5-43b0-afab-162db2096c2c_perm_1,What is shown in this image?,Plasma cells.,T,.,False,INVALID_OPTION:.
44c46ae9-37d5-43b0-afab-162db2096c2c_perm_2,What is shown in this image?,Plasma cells.,T,A,False,Blast cells. 
44c46ae9-37d5-43b0-afab-162db2096c2c_perm_3,What is shown in this image?,Plasma cells.,T,B,False,Blast cells. 
44c46ae9-37d5-43b0-afab-162db2096c2c_perm_4,What is shown in this image?,Plasma cells.,T,T,True,Plasma cells.
44c46ae9-37d5-43b0-afab-162db2096c2c_perm_5,What is shown in this image?,Plasma cells.,T,T,True,Plasma cells.
44c46ae9-37d5-43b0-afab-162db2096c2c_perm_6,What is shown in this image?,Plasma cells.,T,T,True,Plasma cells.
44c46ae9-37d5-43b0-afab-162db2096c2c_perm_7,What is shown in this image?,Plasma cells.,T,T,True,Plasma cells.
44c46ae9-37d5-43b0-afab-162db2096c2c_perm_8,What is shown in this image?,Plasma cells.,T,C,False,Blast cells. 
44c46ae9-37d5-43b0-afab-162db2096c2c_perm_9,What is shown in this image?,Plasma cells.,T,T,True,Plasma cells.
44c46ae9-37d5-43b0-afab-162db2096c2c_perm_10,What is shown in this image?,Plasma cells.,T,T,True,Plasma cells.
44c46ae9-37d5-43b0-afab-162db2096c2c_perm_11,What is shown in this image?,Plasma cells.,T,C,False,Blast cells. 
44c46ae9-37d5-43b0-afab-162db2096c2c_perm_12,What is shown in this image?,Plasma cells.,T,S,False,Blast cells. 
44c46ae9-37d5-43b0-afab-162db2096c2c_perm_13,What is shown in this image?,Plasma cells.,T,E,False,Blast cells. 
44c46ae9-37d5-43b0-afab-162db2096c2c_perm_14,What is shown in this image?,Plasma cells.,T,T,True,Plasma cells.
44c46ae9-37d5-43b0-afab-162db2096c2c_perm_15,What is shown in this image?,Plasma cells.,T,T,True,Plasma cells.
44c46ae9-37d5-43b0-afab-162db2096c2c_perm_16,What is shown in this image?,Plasma cells.,T,.,False,INVALID_OPTION:.
44c46ae9-37d5-43b0-afab-162db2096c2c_perm_17,What is shown in this image?,Plasma cells.,T,T,True,Plasma cells.
44c46ae9-37d5-43b0-afab-162db2096c2c_perm_18,What is shown in this image?,Plasma cells.,T,T,True,Plasma cells.
44c46ae9-37d5-43b0-afab-162db2096c2c_perm_19,What is shown in this image?,Plasma cells.,T,T,True,Plasma cells.
44c46ae9-37d5-43b0-afab-162db2096c2c_perm_20,What is shown in this image?,Plasma cells.,T,T,True,Plasma cells.
44c46ae9-37d5-43b0-afab-162db2096c2c_perm_21,What is shown in this image?,Plasma cells.,T,S,False,Blast cells. 
44c46ae9-37d5-43b0-afab-162db2096c2c_perm_22,What is shown in this image?,Plasma cells.,T,T,True,Plasma cells.
44c46ae9-37d5-43b0-afab-162db2096c2c_perm_23,What is shown in this image?,Plasma cells.,T,T,True,Plasma cells.
44c46ae9-37d5-43b0-afab-162db2096c2c_perm_24,What is shown in this image?,Plasma cells.,T,S,False,Blast cells. 
48095d55-9265-4a0a-b9dc-baa2343c14af_perm_1,Which anatomical plane is shown?,axial or transverse plane,C,C,True,axial or transverse plane
48095d55-9265-4a0a-b9dc-baa2343c14af_perm_2,Which anatomical plane is shown?,axial or transverse plane,C,C,True,axial or transverse plane
48095d55-9265-4a0a-b9dc-baa2343c14af_perm_3,Which anatomical plane is shown?,axial or transverse plane,C,C,True,axial or transverse plane
48095d55-9265-4a0a-b9dc-baa2343c14af_perm_4,Which anatomical plane is shown?,axial or transverse plane,C,C,True,axial or transverse plane
48095d55-9265-4a0a-b9dc-baa2343c14af_perm_5,Which anatomical plane is shown?,axial or transverse plane,B,B,True,axial or transverse plane
48095d55-9265-4a0a-b9dc-baa2343c14af_perm_6,Which anatomical plane is shown?,axial or transverse plane,C,C,True,axial or transverse plane
48095d55-9265-4a0a-b9dc-baa2343c14af_perm_7,Which anatomical plane is shown?,axial or transverse plane,A,A,True,axial or transverse plane
48095d55-9265-4a0a-b9dc-baa2343c14af_perm_8,Which anatomical plane is shown?,axial or transverse plane,C,C,True,axial or transverse plane
48095d55-9265-4a0a-b9dc-baa2343c14af_perm_9,Which anatomical plane is shown?,axial or transverse plane,A,A,True,axial or transverse plane
48095d55-9265-4a0a-b9dc-baa2343c14af_perm_10,Which anatomical plane is shown?,axial or transverse plane,A,A,True,axial or transverse plane
48095d55-9265-4a0a-b9dc-baa2343c14af_perm_11,Which anatomical plane is shown?,axial or transverse plane,B,B,True,axial or transverse plane
48095d55-9265-4a0a-b9dc-baa2343c14af_perm_12,Which anatomical plane is shown?,axial or transverse plane,C,C,True,axial or transverse plane
48095d55-9265-4a0a-b9dc-baa2343c14af_perm_13,Which anatomical plane is shown?,axial or transverse plane,C,C,True,axial or transverse plane
48095d55-9265-4a0a-b9dc-baa2343c14af_perm_14,Which anatomical plane is shown?,axial or transverse plane,B,B,True,axial or transverse plane
48095d55-9265-4a0a-b9dc-baa2343c14af_perm_15,Which anatomical plane is shown?,axial or transverse plane,B,B,True,axial or transverse plane
48095d55-9265-4a0a-b9dc-baa2343c14af_perm_16,Which anatomical plane is shown?,axial or transverse plane,C,C,True,axial or transverse plane
48095d55-9265-4a0a-b9dc-baa2343c14af_perm_17,Which anatomical plane is shown?,axial or transverse plane,C,C,True,axial or transverse plane
48095d55-9265-4a0a-b9dc-baa2343c14af_perm_18,Which anatomical plane is shown?,axial or transverse plane,C,C,True,axial or transverse plane
48095d55-9265-4a0a-b9dc-baa2343c14af_perm_19,Which anatomical plane is shown?,axial or transverse plane,C,C,True,axial or transverse plane
48095d55-9265-4a0a-b9dc-baa2343c14af_perm_20,Which anatomical plane is shown?,axial or transverse plane,A,A,True,axial or transverse plane
48095d55-9265-4a0a-b9dc-baa2343c14af_perm_21,Which anatomical plane is shown?,axial or transverse plane,C,C,True,axial or transverse plane
48095d55-9265-4a0a-b9dc-baa2343c14af_perm_22,Which anatomical plane is shown?,axial or transverse plane,A,A,True,axial or transverse plane
48095d55-9265-4a0a-b9dc-baa2343c14af_perm_23,Which anatomical plane is shown?,axial or transverse plane,C,C,True,axial or transverse plane
48095d55-9265-4a0a-b9dc-baa2343c14af_perm_24,Which anatomical plane is shown?,axial or transverse plane,C,C,True,axial or transverse plane
4894916c-f303-4d6c-8f76-73edee07f0b2_perm_1,Is air trapping present?,Yes,C,B,False,No
4894916c-f303-4d6c-8f76-73edee07f0b2_perm_2,Is air trapping present?,Yes,C,A,False,No
4a8e141c-c247-45f0-84c2-5486cfbd62cf_perm_1,How many neutrophils are clearly visible?,6,D,C,False,4
4a8e141c-c247-45f0-84c2-5486cfbd62cf_perm_2,How many neutrophils are clearly visible?,6,D,B,False,4
4a8e141c-c247-45f0-84c2-5486cfbd62cf_perm_3,How many neutrophils are clearly visible?,6,D,C,False,4
4a8e141c-c247-45f0-84c2-5486cfbd62cf_perm_4,How many neutrophils are clearly visible?,6,D,B,False,4
4a8e141c-c247-45f0-84c2-5486cfbd62cf_perm_5,How many neutrophils are clearly visible?,6,D,A,False,4
4a8e141c-c247-45f0-84c2-5486cfbd62cf_perm_6,How many neutrophils are clearly visible?,6,D,A,False,4
4b8852b6-d518-4f21-beef-e016a52ce821_perm_1,What does the skin lesion show?,"Irregular borders and color variation, suggestive of melanoma.",A,A,True,"Irregular borders and color variation, suggestive of melanoma."
4b8852b6-d518-4f21-beef-e016a52ce821_perm_2,What does the skin lesion show?,"Irregular borders and color variation, suggestive of melanoma.",A,A,True,"Irregular borders and color variation, suggestive of melanoma."
4b8852b6-d518-4f21-beef-e016a52ce821_perm_3,What does the skin lesion show?,"Irregular borders and color variation, suggestive of melanoma.",B,B,True,"Irregular borders and color variation, suggestive of melanoma."
4b8852b6-d518-4f21-beef-e016a52ce821_perm_4,What does the skin lesion show?,"Irregular borders and color variation, suggestive of melanoma.",C,C,True,"Irregular borders and color variation, suggestive of melanoma."
4b8852b6-d518-4f21-beef-e016a52ce821_perm_5,What does the skin lesion show?,"Irregular borders and color variation, suggestive of melanoma.",B,B,True,"Irregular borders and color variation, suggestive of melanoma."
4b8852b6-d518-4f21-beef-e016a52ce821_perm_6,What does the skin lesion show?,"Irregular borders and color variation, suggestive of melanoma.",C,C,True,"Irregular borders and color variation, suggestive of melanoma."
4eff8140-addf-49c6-b690-e63ace50df8e_perm_1,Is there an endoleak?,No,B,B,True,No
4eff8140-addf-49c6-b690-e63ace50df8e_perm_2,Is there an endoleak?,No,B,B,True,No
4eff8140-addf-49c6-b690-e63ace50df8e_perm_3,Is there an endoleak?,No,B,B,True,No
4eff8140-addf-49c6-b690-e63ace50df8e_perm_4,Is there an endoleak?,No,B,B,True,No
4eff8140-addf-49c6-b690-e63ace50df8e_perm_5,Is there an endoleak?,No,B,B,True,No
4eff8140-addf-49c6-b690-e63ace50df8e_perm_6,Is there an endoleak?,No,B,B,True,No
4eff8140-addf-49c6-b690-e63ace50df8e_perm_7,Is there an endoleak?,No,B,B,True,No
4eff8140-addf-49c6-b690-e63ace50df8e_perm_8,Is there an endoleak?,No,B,B,True,No
4eff8140-addf-49c6-b690-e63ace50df8e_perm_9,Is there an endoleak?,No,B,B,True,No
4eff8140-addf-49c6-b690-e63ace50df8e_perm_10,Is there an endoleak?,No,B,B,True,No
4eff8140-addf-49c6-b690-e63ace50df8e_perm_11,Is there an endoleak?,No,B,B,True,No
4eff8140-addf-49c6-b690-e63ace50df8e_perm_12,Is there an endoleak?,No,B,B,True,No
4eff8140-addf-49c6-b690-e63ace50df8e_perm_13,Is there an endoleak?,No,B,B,True,No
4eff8140-addf-49c6-b690-e63ace50df8e_perm_14,Is there an endoleak?,No,B,B,True,No
4eff8140-addf-49c6-b690-e63ace50df8e_perm_15,Is there an endoleak?,No,B,B,True,No
4eff8140-addf-49c6-b690-e63ace50df8e_perm_16,Is there an endoleak?,No,B,B,True,No
4eff8140-addf-49c6-b690-e63ace50df8e_perm_17,Is there an endoleak?,No,B,B,True,No
4eff8140-addf-49c6-b690-e63ace50df8e_perm_18,Is there an endoleak?,No,B,B,True,No
4eff8140-addf-49c6-b690-e63ace50df8e_perm_19,Is there an endoleak?,No,A,A,True,No
4eff8140-addf-49c6-b690-e63ace50df8e_perm_20,Is there an endoleak?,No,A,B,False,Yes
4eff8140-addf-49c6-b690-e63ace50df8e_perm_21,Is there an endoleak?,No,A,A,True,No
4eff8140-addf-49c6-b690-e63ace50df8e_perm_22,Is there an endoleak?,No,A,A,True,No
4eff8140-addf-49c6-b690-e63ace50df8e_perm_23,Is there an endoleak?,No,A,A,True,No
4eff8140-addf-49c6-b690-e63ace50df8e_perm_24,Is there an endoleak?,No,A,A,True,No
52c5d2a7-cf61-4508-a681-4bcddbbe63f7_perm_1,"What abnormality, if any, is present in this ECG?","Second-degree heart block, type 2.",D,A,False,First-degree heart block.
52c5d2a7-cf61-4508-a681-4bcddbbe63f7_perm_2,"What abnormality, if any, is present in this ECG?","Second-degree heart block, type 2.",D,A,False,First-degree heart block.
52c5d2a7-cf61-4508-a681-4bcddbbe63f7_perm_3,"What abnormality, if any, is present in this ECG?","Second-degree heart block, type 2.",D,A,False,First-degree heart block.
52c5d2a7-cf61-4508-a681-4bcddbbe63f7_perm_4,"What abnormality, if any, is present in this ECG?","Second-degree heart block, type 2.",D,A,False,First-degree heart block.
52c5d2a7-cf61-4508-a681-4bcddbbe63f7_perm_5,"What abnormality, if any, is present in this ECG?","Second-degree heart block, type 2.",D,A,False,First-degree heart block.
52c5d2a7-cf61-4508-a681-4bcddbbe63f7_perm_6,"What abnormality, if any, is present in this ECG?","Second-degree heart block, type 2.",D,A,False,First-degree heart block.
52c5d2a7-cf61-4508-a681-4bcddbbe63f7_perm_7,"What abnormality, if any, is present in this ECG?","Second-degree heart block, type 2.",D,B,False,First-degree heart block.
52c5d2a7-cf61-4508-a681-4bcddbbe63f7_perm_8,"What abnormality, if any, is present in this ECG?","Second-degree heart block, type 2.",D,B,False,First-degree heart block.
52c5d2a7-cf61-4508-a681-4bcddbbe63f7_perm_9,"What abnormality, if any, is present in this ECG?","Second-degree heart block, type 2.",D,A,False,Third-degree heart block.
52c5d2a7-cf61-4508-a681-4bcddbbe63f7_perm_10,"What abnormality, if any, is present in this ECG?","Second-degree heart block, type 2.",D,A,False,Third-degree heart block.
52c5d2a7-cf61-4508-a681-4bcddbbe63f7_perm_11,"What abnormality, if any, is present in this ECG?","Second-degree heart block, type 2.",D,C,False,"Second-degree heart block, type 1."
52c5d2a7-cf61-4508-a681-4bcddbbe63f7_perm_12,"What abnormality, if any, is present in this ECG?","Second-degree heart block, type 2.",D,B,False,First-degree heart block.
52c5d2a7-cf61-4508-a681-4bcddbbe63f7_perm_13,"What abnormality, if any, is present in this ECG?","Second-degree heart block, type 2.",D,B,False,First-degree heart block.
52c5d2a7-cf61-4508-a681-4bcddbbe63f7_perm_14,"What abnormality, if any, is present in this ECG?","Second-degree heart block, type 2.",D,B,False,First-degree heart block.
52c5d2a7-cf61-4508-a681-4bcddbbe63f7_perm_15,"What abnormality, if any, is present in this ECG?","Second-degree heart block, type 2.",D,C,False,First-degree heart block.
52c5d2a7-cf61-4508-a681-4bcddbbe63f7_perm_16,"What abnormality, if any, is present in this ECG?","Second-degree heart block, type 2.",D,C,False,First-degree heart block.
52c5d2a7-cf61-4508-a681-4bcddbbe63f7_perm_17,"What abnormality, if any, is present in this ECG?","Second-degree heart block, type 2.",D,B,False,First-degree heart block.
52c5d2a7-cf61-4508-a681-4bcddbbe63f7_perm_18,"What abnormality, if any, is present in this ECG?","Second-degree heart block, type 2.",D,B,False,First-degree heart block.
52c5d2a7-cf61-4508-a681-4bcddbbe63f7_perm_19,"What abnormality, if any, is present in this ECG?","Second-degree heart block, type 2.",D,D,True,"Second-degree heart block, type 2."
52c5d2a7-cf61-4508-a681-4bcddbbe63f7_perm_20,"What abnormality, if any, is present in this ECG?","Second-degree heart block, type 2.",D,A,False,First-degree heart block.
52c5d2a7-cf61-4508-a681-4bcddbbe63f7_perm_21,"What abnormality, if any, is present in this ECG?","Second-degree heart block, type 2.",D,D,True,"Second-degree heart block, type 2."
52c5d2a7-cf61-4508-a681-4bcddbbe63f7_perm_22,"What abnormality, if any, is present in this ECG?","Second-degree heart block, type 2.",D,A,False,First-degree heart block.
52c5d2a7-cf61-4508-a681-4bcddbbe63f7_perm_23,"What abnormality, if any, is present in this ECG?","Second-degree heart block, type 2.",D,A,False,First-degree heart block.
52c5d2a7-cf61-4508-a681-4bcddbbe63f7_perm_24,"What abnormality, if any, is present in this ECG?","Second-degree heart block, type 2.",D,A,False,First-degree heart block.
53694f7c-93a9-4c85-af33-363e5f08af0d_perm_1," Which chest radiograph zone is highlighted in this image, apical zone, upper zone, mid zone, or lower zone?",Lower zone,D,D,True,Lower zone
53694f7c-93a9-4c85-af33-363e5f08af0d_perm_2," Which chest radiograph zone is highlighted in this image, apical zone, upper zone, mid zone, or lower zone?",Lower zone,D,D,True,Lower zone
53694f7c-93a9-4c85-af33-363e5f08af0d_perm_3," Which chest radiograph zone is highlighted in this image, apical zone, upper zone, mid zone, or lower zone?",Lower zone,D,D,True,Lower zone
53694f7c-93a9-4c85-af33-363e5f08af0d_perm_4," Which chest radiograph zone is highlighted in this image, apical zone, upper zone, mid zone, or lower zone?",Lower zone,D,D,True,Lower zone
53694f7c-93a9-4c85-af33-363e5f08af0d_perm_5," Which chest radiograph zone is highlighted in this image, apical zone, upper zone, mid zone, or lower zone?",Lower zone,D,A,False,Mid zone
53694f7c-93a9-4c85-af33-363e5f08af0d_perm_6," Which chest radiograph zone is highlighted in this image, apical zone, upper zone, mid zone, or lower zone?",Lower zone,D,D,True,Lower zone
56958e7e-2978-4f1e-8ed7-e5dcc8fbe82d_perm_1,"Which pathology, if any, is prevalent in this image?",Schistocytes,B,B,True,Schistocytes
56958e7e-2978-4f1e-8ed7-e5dcc8fbe82d_perm_2,"Which pathology, if any, is prevalent in this image?",Schistocytes,C,C,True,Schistocytes
56958e7e-2978-4f1e-8ed7-e5dcc8fbe82d_perm_3,"Which pathology, if any, is prevalent in this image?",Schistocytes,C,C,True,Schistocytes
56958e7e-2978-4f1e-8ed7-e5dcc8fbe82d_perm_4,"Which pathology, if any, is prevalent in this image?",Schistocytes,B,B,True,Schistocytes
56958e7e-2978-4f1e-8ed7-e5dcc8fbe82d_perm_5,"Which pathology, if any, is prevalent in this image?",Schistocytes,A,A,True,Schistocytes
56958e7e-2978-4f1e-8ed7-e5dcc8fbe82d_perm_6,"Which pathology, if any, is prevalent in this image?",Schistocytes,C,C,True,Schistocytes
56958e7e-2978-4f1e-8ed7-e5dcc8fbe82d_perm_7,"Which pathology, if any, is prevalent in this image?",Schistocytes,C,C,True,Schistocytes
56958e7e-2978-4f1e-8ed7-e5dcc8fbe82d_perm_8,"Which pathology, if any, is prevalent in this image?",Schistocytes,A,A,True,Schistocytes
56958e7e-2978-4f1e-8ed7-e5dcc8fbe82d_perm_9,"Which pathology, if any, is prevalent in this image?",Schistocytes,A,A,True,Schistocytes
56958e7e-2978-4f1e-8ed7-e5dcc8fbe82d_perm_10,"Which pathology, if any, is prevalent in this image?",Schistocytes,B,B,True,Schistocytes
56958e7e-2978-4f1e-8ed7-e5dcc8fbe82d_perm_11,"Which pathology, if any, is prevalent in this image?",Schistocytes,B,B,True,Schistocytes
56958e7e-2978-4f1e-8ed7-e5dcc8fbe82d_perm_12,"Which pathology, if any, is prevalent in this image?",Schistocytes,A,A,True,Schistocytes
56958e7e-2978-4f1e-8ed7-e5dcc8fbe82d_perm_13,"Which pathology, if any, is prevalent in this image?",Schistocytes,C,C,True,Schistocytes
56958e7e-2978-4f1e-8ed7-e5dcc8fbe82d_perm_14,"Which pathology, if any, is prevalent in this image?",Schistocytes,C,C,True,Schistocytes
56958e7e-2978-4f1e-8ed7-e5dcc8fbe82d_perm_15,"Which pathology, if any, is prevalent in this image?",Schistocytes,C,C,True,Schistocytes
56958e7e-2978-4f1e-8ed7-e5dcc8fbe82d_perm_16,"Which pathology, if any, is prevalent in this image?",Schistocytes,C,C,True,Schistocytes
56958e7e-2978-4f1e-8ed7-e5dcc8fbe82d_perm_17,"Which pathology, if any, is prevalent in this image?",Schistocytes,C,C,True,Schistocytes
56958e7e-2978-4f1e-8ed7-e5dcc8fbe82d_perm_18,"Which pathology, if any, is prevalent in this image?",Schistocytes,B,B,True,Schistocytes
56958e7e-2978-4f1e-8ed7-e5dcc8fbe82d_perm_19,"Which pathology, if any, is prevalent in this image?",Schistocytes,C,C,True,Schistocytes
56958e7e-2978-4f1e-8ed7-e5dcc8fbe82d_perm_20,"Which pathology, if any, is prevalent in this image?",Schistocytes,C,C,True,Schistocytes
56958e7e-2978-4f1e-8ed7-e5dcc8fbe82d_perm_21,"Which pathology, if any, is prevalent in this image?",Schistocytes,C,C,True,Schistocytes
56958e7e-2978-4f1e-8ed7-e5dcc8fbe82d_perm_22,"Which pathology, if any, is prevalent in this image?",Schistocytes,C,C,True,Schistocytes
56958e7e-2978-4f1e-8ed7-e5dcc8fbe82d_perm_23,"Which pathology, if any, is prevalent in this image?",Schistocytes,C,C,True,Schistocytes
56958e7e-2978-4f1e-8ed7-e5dcc8fbe82d_perm_24,"Which pathology, if any, is prevalent in this image?",Schistocytes,C,C,True,Schistocytes
5c2a91db-7496-40c9-a919-ff9ec03b893b_perm_1,Is there pneumoperitoneum?,No,A,A,True,No
5c2a91db-7496-40c9-a919-ff9ec03b893b_perm_2,Is there pneumoperitoneum?,No,B,B,True,No
5c2a91db-7496-40c9-a919-ff9ec03b893b_perm_3,Is there pneumoperitoneum?,No,B,B,True,No
5c2a91db-7496-40c9-a919-ff9ec03b893b_perm_4,Is there pneumoperitoneum?,No,B,B,True,No
5c2a91db-7496-40c9-a919-ff9ec03b893b_perm_5,Is there pneumoperitoneum?,No,A,A,True,No
5c2a91db-7496-40c9-a919-ff9ec03b893b_perm_6,Is there pneumoperitoneum?,No,A,A,True,No
5c2a91db-7496-40c9-a919-ff9ec03b893b_perm_7,Is there pneumoperitoneum?,No,A,A,True,No
5c2a91db-7496-40c9-a919-ff9ec03b893b_perm_8,Is there pneumoperitoneum?,No,A,A,True,No
5c2a91db-7496-40c9-a919-ff9ec03b893b_perm_9,Is there pneumoperitoneum?,No,B,B,True,No
5c2a91db-7496-40c9-a919-ff9ec03b893b_perm_10,Is there pneumoperitoneum?,No,A,A,True,No
5c2a91db-7496-40c9-a919-ff9ec03b893b_perm_11,Is there pneumoperitoneum?,No,A,A,True,No
5c2a91db-7496-40c9-a919-ff9ec03b893b_perm_12,Is there pneumoperitoneum?,No,B,B,True,No
5c2a91db-7496-40c9-a919-ff9ec03b893b_perm_13,Is there pneumoperitoneum?,No,B,B,True,No
5c2a91db-7496-40c9-a919-ff9ec03b893b_perm_14,Is there pneumoperitoneum?,No,B,B,True,No
5c2a91db-7496-40c9-a919-ff9ec03b893b_perm_15,Is there pneumoperitoneum?,No,A,A,True,No
5c2a91db-7496-40c9-a919-ff9ec03b893b_perm_16,Is there pneumoperitoneum?,No,B,B,True,No
5c2a91db-7496-40c9-a919-ff9ec03b893b_perm_17,Is there pneumoperitoneum?,No,B,B,True,No
5c2a91db-7496-40c9-a919-ff9ec03b893b_perm_18,Is there pneumoperitoneum?,No,A,A,True,No
5c2a91db-7496-40c9-a919-ff9ec03b893b_perm_19,Is there pneumoperitoneum?,No,A,A,True,No
5c2a91db-7496-40c9-a919-ff9ec03b893b_perm_20,Is there pneumoperitoneum?,No,B,B,True,No
