problem_id,original_question,true_answer,generated_answer,full_response
48095d55-9265-4a0a-b9dc-baa2343c14af_perm_2,Which anatomical plane is shown?,axial or transverse plane,The anatomical plane shown in the image is the axial plane.,The anatomical plane shown in the image is the axial plane.
48095d55-9265-4a0a-b9dc-baa2343c14af_perm_3,Which anatomical plane is shown?,axial or transverse plane,The anatomical plane shown in the image is the axial plane.,The anatomical plane shown in the image is the axial plane.
48095d55-9265-4a0a-b9dc-baa2343c14af_perm_4,Which anatomical plane is shown?,axial or transverse plane,The anatomical plane shown in the image is the axial plane.,The anatomical plane shown in the image is the axial plane.
48095d55-9265-4a0a-b9dc-baa2343c14af_perm_5,Which anatomical plane is shown?,axial or transverse plane,The anatomical plane shown in the image is the axial plane.,The anatomical plane shown in the image is the axial plane.
48095d55-9265-4a0a-b9dc-baa2343c14af_perm_6,Which anatomical plane is shown?,axial or transverse plane,Example 5,Example 5
48095d55-9265-4a0a-b9dc-baa2343c14af_perm_7,Which anatomical plane is shown?,axial or transverse plane,The anatomical plane shown in the image is the axial plane.,The anatomical plane shown in the image is the axial plane.
48095d55-9265-4a0a-b9dc-baa2343c14af_perm_8,Which anatomical plane is shown?,axial or transverse plane,The anatomical plane shown in the image is the axial plane.,The anatomical plane shown in the image is the axial plane.
48095d55-9265-4a0a-b9dc-baa2343c14af_perm_9,Which anatomical plane is shown?,axial or transverse plane,The anatomical plane shown in the image is the axial plane.,The anatomical plane shown in the image is the axial plane.
48095d55-9265-4a0a-b9dc-baa2343c14af_perm_10,Which anatomical plane is shown?,axial or transverse plane,The anatomical plane shown in the image is the axial plane.,The anatomical plane shown in the image is the axial plane.
48095d55-9265-4a0a-b9dc-baa2343c14af_perm_11,Which anatomical plane is shown?,axial or transverse plane,The anatomical plane shown in the image is the axial plane.,The anatomical plane shown in the image is the axial plane.
48095d55-9265-4a0a-b9dc-baa2343c14af_perm_12,Which anatomical plane is shown?,axial or transverse plane,Example 5,Example 5
48095d55-9265-4a0a-b9dc-baa2343c14af_perm_13,Which anatomical plane is shown?,axial or transverse plane,The anatomical plane shown in the image is the axial plane.,The anatomical plane shown in the image is the axial plane.
48095d55-9265-4a0a-b9dc-baa2343c14af_perm_14,Which anatomical plane is shown?,axial or transverse plane,Example 5,Example 5
48095d55-9265-4a0a-b9dc-baa2343c14af_perm_15,Which anatomical plane is shown?,axial or transverse plane,The anatomical plane shown in the image is the axial plane.,The anatomical plane shown in the image is the axial plane.
48095d55-9265-4a0a-b9dc-baa2343c14af_perm_16,Which anatomical plane is shown?,axial or transverse plane,The anatomical plane shown in the image is the axial plane.,The anatomical plane shown in the image is the axial plane.
48095d55-9265-4a0a-b9dc-baa2343c14af_perm_17,Which anatomical plane is shown?,axial or transverse plane,The anatomical plane shown in the image is the axial plane.,The anatomical plane shown in the image is the axial plane.
48095d55-9265-4a0a-b9dc-baa2343c14af_perm_18,Which anatomical plane is shown?,axial or transverse plane,The anatomical plane shown in the image is the axial plane.,The anatomical plane shown in the image is the axial plane.
48095d55-9265-4a0a-b9dc-baa2343c14af_perm_19,Which anatomical plane is shown?,axial or transverse plane,The anatomical plane shown in the image is the axial plane.,The anatomical plane shown in the image is the axial plane.
48095d55-9265-4a0a-b9dc-baa2343c14af_perm_20,Which anatomical plane is shown?,axial or transverse plane,The anatomical plane shown in the image is the axial plane.,The anatomical plane shown in the image is the axial plane.
48095d55-9265-4a0a-b9dc-baa2343c14af_perm_21,Which anatomical plane is shown?,axial or transverse plane,The anatomical plane shown in the image is the axial plane.,The anatomical plane shown in the image is the axial plane.
48095d55-9265-4a0a-b9dc-baa2343c14af_perm_22,Which anatomical plane is shown?,axial or transverse plane,The anatomical plane shown in the image is the axial plane.,The anatomical plane shown in the image is the axial plane.
48095d55-9265-4a0a-b9dc-baa2343c14af_perm_23,Which anatomical plane is shown?,axial or transverse plane,The anatomical plane shown in the image is the axial plane.,The anatomical plane shown in the image is the axial plane.
48095d55-9265-4a0a-b9dc-baa2343c14af_perm_24,Which anatomical plane is shown?,axial or transverse plane,The anatomical plane shown in the image is the axial plane.,The anatomical plane shown in the image is the axial plane.
4894916c-f303-4d6c-8f76-73edee07f0b2_perm_1,Is air trapping present?,Yes,No,No
4894916c-f303-4d6c-8f76-73edee07f0b2_perm_2,Is air trapping present?,Yes,No,No
4a8e141c-c247-45f0-84c2-5486cfbd62cf_perm_1,How many neutrophils are clearly visible?,6,"The question asks for the number of neutrophils that are clearly visible in the image. However, the image provided does not show any neutrophils. The image shows lymphocytes, which are a type of white blood cell, and platelets, which are a type of blood cell. Therefore, the answer to the question is zero.","The question asks for the number of neutrophils that are clearly visible in the image. However, the image provided does not show any neutrophils. The image shows lymphocytes, which are a type of white blood cell, and platelets, which are a type of blood cell. Therefore, the answer to the question is zero."
4a8e141c-c247-45f0-84c2-5486cfbd62cf_perm_2,How many neutrophils are clearly visible?,6,"The question asks for the number of neutrophils that are clearly visible in the image. However, the image provided does not show any neutrophils. The image shows various types of blood cells, including lymphocytes, monocytes, and neutrophils, but no neutrophils are visible. Therefore, the answer to the question is 0.","The question asks for the number of neutrophils that are clearly visible in the image. However, the image provided does not show any neutrophils. The image shows various types of blood cells, including lymphocytes, monocytes, and neutrophils, but no neutrophils are visible. Therefore, the answer to the question is 0."
4a8e141c-c247-45f0-84c2-5486cfbd62cf_perm_3,How many neutrophils are clearly visible?,6,"The question asks for the number of neutrophils that are clearly visible in the image. From the provided examples, it is clear that the number of neutrophils that are clearly visible is 2. Therefore, the answer to the question is 2.","The question asks for the number of neutrophils that are clearly visible in the image. From the provided examples, it is clear that the number of neutrophils that are clearly visible is 2. Therefore, the answer to the question is 2."
4a8e141c-c247-45f0-84c2-5486cfbd62cf_perm_4,How many neutrophils are clearly visible?,6,"The question asks for the number of neutrophils that are clearly visible in the image. However, the image provided does not show any neutrophils. The image shows various types of blood cells, including lymphocytes, monocytes, and neutrophils, but no neutrophils are visible. Therefore, the answer to the question is 0.","The question asks for the number of neutrophils that are clearly visible in the image. However, the image provided does not show any neutrophils. The image shows various types of blood cells, including lymphocytes, monocytes, and neutrophils, but no neutrophils are visible. Therefore, the answer to the question is 0."
4a8e141c-c247-45f0-84c2-5486cfbd62cf_perm_5,How many neutrophils are clearly visible?,6,"The question asks for the number of neutrophils that are clearly visible in the image. However, the image provided does not show any neutrophils. The image shows various types of blood cells, including lymphocytes, monocytes, and neutrophils, but no neutrophils are visible. Therefore, the answer to the question is 0.","The question asks for the number of neutrophils that are clearly visible in the image. However, the image provided does not show any neutrophils. The image shows various types of blood cells, including lymphocytes, monocytes, and neutrophils, but no neutrophils are visible. Therefore, the answer to the question is 0."
4a8e141c-c247-45f0-84c2-5486cfbd62cf_perm_6,How many neutrophils are clearly visible?,6,"The question asks for the number of neutrophils that are clearly visible in the image. From the provided examples, it is clear that there are 4 neutrophils that are clearly visible. Therefore, the answer to the question is 4.","The question asks for the number of neutrophils that are clearly visible in the image. From the provided examples, it is clear that there are 4 neutrophils that are clearly visible. Therefore, the answer to the question is 4."
4b8852b6-d518-4f21-beef-e016a52ce821_perm_1,What does the skin lesion show?,"Irregular borders and color variation, suggestive of melanoma.","The skin lesion shows irregular borders and color variation, suggestive of melanoma.","The skin lesion shows irregular borders and color variation, suggestive of melanoma."
4b8852b6-d518-4f21-beef-e016a52ce821_perm_2,What does the skin lesion show?,"Irregular borders and color variation, suggestive of melanoma.","The skin lesion shows irregular borders and color variation, suggestive of melanoma.","The skin lesion shows irregular borders and color variation, suggestive of melanoma."
4b8852b6-d518-4f21-beef-e016a52ce821_perm_3,What does the skin lesion show?,"Irregular borders and color variation, suggestive of melanoma.","The skin lesion shows well-defined edges with uniform pigmentation, consistent with a melanocytic nevus.","The skin lesion shows well-defined edges with uniform pigmentation, consistent with a melanocytic nevus."
4b8852b6-d518-4f21-beef-e016a52ce821_perm_4,What does the skin lesion show?,"Irregular borders and color variation, suggestive of melanoma.","The skin lesion shows well-defined edges with uniform pigmentation, consistent with a melanocytic nevus.","The skin lesion shows well-defined edges with uniform pigmentation, consistent with a melanocytic nevus."
4b8852b6-d518-4f21-beef-e016a52ce821_perm_5,What does the skin lesion show?,"Irregular borders and color variation, suggestive of melanoma.","The skin lesion shows irregular borders and color variation, suggestive of melanoma.","The skin lesion shows irregular borders and color variation, suggestive of melanoma."
4b8852b6-d518-4f21-beef-e016a52ce821_perm_6,What does the skin lesion show?,"Irregular borders and color variation, suggestive of melanoma.","The skin lesion shows irregular borders and color variation, suggestive of melanoma.","The skin lesion shows irregular borders and color variation, suggestive of melanoma."
4eff8140-addf-49c6-b690-e63ace50df8e_perm_1,Is there an endoleak?,No,No,No
4eff8140-addf-49c6-b690-e63ace50df8e_perm_2,Is there an endoleak?,No,No,No
4eff8140-addf-49c6-b690-e63ace50df8e_perm_3,Is there an endoleak?,No,No,No
4eff8140-addf-49c6-b690-e63ace50df8e_perm_4,Is there an endoleak?,No,No,No
4eff8140-addf-49c6-b690-e63ace50df8e_perm_5,Is there an endoleak?,No,Yes,Yes
4eff8140-addf-49c6-b690-e63ace50df8e_perm_6,Is there an endoleak?,No,Yes,Yes
4eff8140-addf-49c6-b690-e63ace50df8e_perm_7,Is there an endoleak?,No,No,No
4eff8140-addf-49c6-b690-e63ace50df8e_perm_8,Is there an endoleak?,No,No,No
4eff8140-addf-49c6-b690-e63ace50df8e_perm_9,Is there an endoleak?,No,No,No
4eff8140-addf-49c6-b690-e63ace50df8e_perm_10,Is there an endoleak?,No,No,No
4eff8140-addf-49c6-b690-e63ace50df8e_perm_11,Is there an endoleak?,No,Yes,Yes
4eff8140-addf-49c6-b690-e63ace50df8e_perm_12,Is there an endoleak?,No,Yes,Yes
4eff8140-addf-49c6-b690-e63ace50df8e_perm_13,Is there an endoleak?,No,No,No
4eff8140-addf-49c6-b690-e63ace50df8e_perm_14,Is there an endoleak?,No,No,No
4eff8140-addf-49c6-b690-e63ace50df8e_perm_15,Is there an endoleak?,No,No,No
4eff8140-addf-49c6-b690-e63ace50df8e_perm_16,Is there an endoleak?,No,No,No
4eff8140-addf-49c6-b690-e63ace50df8e_perm_17,Is there an endoleak?,No,Yes,Yes
4eff8140-addf-49c6-b690-e63ace50df8e_perm_18,Is there an endoleak?,No,Yes,Yes
4eff8140-addf-49c6-b690-e63ace50df8e_perm_19,Is there an endoleak?,No,No,No
4eff8140-addf-49c6-b690-e63ace50df8e_perm_20,Is there an endoleak?,No,No,No
4eff8140-addf-49c6-b690-e63ace50df8e_perm_21,Is there an endoleak?,No,No,No
4eff8140-addf-49c6-b690-e63ace50df8e_perm_22,Is there an endoleak?,No,No,No
4eff8140-addf-49c6-b690-e63ace50df8e_perm_23,Is there an endoleak?,No,No,No
4eff8140-addf-49c6-b690-e63ace50df8e_perm_24,Is there an endoleak?,No,No,No
52c5d2a7-cf61-4508-a681-4bcddbbe63f7_perm_1,"What abnormality, if any, is present in this ECG?","Second-degree heart block, type 2.",First-degree heart block.,First-degree heart block.
52c5d2a7-cf61-4508-a681-4bcddbbe63f7_perm_2,"What abnormality, if any, is present in this ECG?","Second-degree heart block, type 2.",First-degree heart block.,First-degree heart block.
52c5d2a7-cf61-4508-a681-4bcddbbe63f7_perm_3,"What abnormality, if any, is present in this ECG?","Second-degree heart block, type 2.",First-degree heart block.,First-degree heart block.
52c5d2a7-cf61-4508-a681-4bcddbbe63f7_perm_4,"What abnormality, if any, is present in this ECG?","Second-degree heart block, type 2.",First-degree heart block.,First-degree heart block.
52c5d2a7-cf61-4508-a681-4bcddbbe63f7_perm_5,"What abnormality, if any, is present in this ECG?","Second-degree heart block, type 2.",First-degree heart block.,First-degree heart block.
52c5d2a7-cf61-4508-a681-4bcddbbe63f7_perm_6,"What abnormality, if any, is present in this ECG?","Second-degree heart block, type 2.",First-degree heart block.,First-degree heart block.
52c5d2a7-cf61-4508-a681-4bcddbbe63f7_perm_7,"What abnormality, if any, is present in this ECG?","Second-degree heart block, type 2.","First-degree heart block, type 1.","First-degree heart block, type 1."
52c5d2a7-cf61-4508-a681-4bcddbbe63f7_perm_8,"What abnormality, if any, is present in this ECG?","Second-degree heart block, type 2.",First-degree heart block.,First-degree heart block.
52c5d2a7-cf61-4508-a681-4bcddbbe63f7_perm_9,"What abnormality, if any, is present in this ECG?","Second-degree heart block, type 2.",First-degree heart block.,First-degree heart block.
52c5d2a7-cf61-4508-a681-4bcddbbe63f7_perm_10,"What abnormality, if any, is present in this ECG?","Second-degree heart block, type 2.",First-degree heart block.,First-degree heart block.
52c5d2a7-cf61-4508-a681-4bcddbbe63f7_perm_11,"What abnormality, if any, is present in this ECG?","Second-degree heart block, type 2.",First-degree heart block.,First-degree heart block.
52c5d2a7-cf61-4508-a681-4bcddbbe63f7_perm_12,"What abnormality, if any, is present in this ECG?","Second-degree heart block, type 2.","First-degree heart block, type 1.","First-degree heart block, type 1."
52c5d2a7-cf61-4508-a681-4bcddbbe63f7_perm_13,"What abnormality, if any, is present in this ECG?","Second-degree heart block, type 2.",First-degree heart block.,First-degree heart block.
52c5d2a7-cf61-4508-a681-4bcddbbe63f7_perm_14,"What abnormality, if any, is present in this ECG?","Second-degree heart block, type 2.",First-degree heart block.,First-degree heart block.
52c5d2a7-cf61-4508-a681-4bcddbbe63f7_perm_15,"What abnormality, if any, is present in this ECG?","Second-degree heart block, type 2.",First-degree heart block.,First-degree heart block.
52c5d2a7-cf61-4508-a681-4bcddbbe63f7_perm_16,"What abnormality, if any, is present in this ECG?","Second-degree heart block, type 2.",First-degree heart block.,First-degree heart block.
52c5d2a7-cf61-4508-a681-4bcddbbe63f7_perm_17,"What abnormality, if any, is present in this ECG?","Second-degree heart block, type 2.",First-degree heart block.,First-degree heart block.
52c5d2a7-cf61-4508-a681-4bcddbbe63f7_perm_18,"What abnormality, if any, is present in this ECG?","Second-degree heart block, type 2.",First-degree heart block.,First-degree heart block.
52c5d2a7-cf61-4508-a681-4bcddbbe63f7_perm_19,"What abnormality, if any, is present in this ECG?","Second-degree heart block, type 2.",First-degree heart block.,First-degree heart block.
52c5d2a7-cf61-4508-a681-4bcddbbe63f7_perm_20,"What abnormality, if any, is present in this ECG?","Second-degree heart block, type 2.",First-degree heart block.,First-degree heart block.
52c5d2a7-cf61-4508-a681-4bcddbbe63f7_perm_21,"What abnormality, if any, is present in this ECG?","Second-degree heart block, type 2.",First-degree heart block.,First-degree heart block.
52c5d2a7-cf61-4508-a681-4bcddbbe63f7_perm_22,"What abnormality, if any, is present in this ECG?","Second-degree heart block, type 2.",First-degree heart block.,First-degree heart block.
52c5d2a7-cf61-4508-a681-4bcddbbe63f7_perm_23,"What abnormality, if any, is present in this ECG?","Second-degree heart block, type 2.",First-degree heart block.,First-degree heart block.
52c5d2a7-cf61-4508-a681-4bcddbbe63f7_perm_24,"What abnormality, if any, is present in this ECG?","Second-degree heart block, type 2.",First-degree heart block.,First-degree heart block.
53694f7c-93a9-4c85-af33-363e5f08af0d_perm_1," Which chest radiograph zone is highlighted in this image, apical zone, upper zone, mid zone, or lower zone?",Lower zone,Upper zone,Upper zone
53694f7c-93a9-4c85-af33-363e5f08af0d_perm_2," Which chest radiograph zone is highlighted in this image, apical zone, upper zone, mid zone, or lower zone?",Lower zone,Upper zone,Upper zone
53694f7c-93a9-4c85-af33-363e5f08af0d_perm_3," Which chest radiograph zone is highlighted in this image, apical zone, upper zone, mid zone, or lower zone?",Lower zone,Upper zone,Upper zone
53694f7c-93a9-4c85-af33-363e5f08af0d_perm_4," Which chest radiograph zone is highlighted in this image, apical zone, upper zone, mid zone, or lower zone?",Lower zone,Upper zone,Upper zone
53694f7c-93a9-4c85-af33-363e5f08af0d_perm_5," Which chest radiograph zone is highlighted in this image, apical zone, upper zone, mid zone, or lower zone?",Lower zone,Upper zone,Upper zone
53694f7c-93a9-4c85-af33-363e5f08af0d_perm_6," Which chest radiograph zone is highlighted in this image, apical zone, upper zone, mid zone, or lower zone?",Lower zone,Upper zone,Upper zone
56958e7e-2978-4f1e-8ed7-e5dcc8fbe82d_perm_1,"Which pathology, if any, is prevalent in this image?",Schistocytes,Sickle cells,Sickle cells
56958e7e-2978-4f1e-8ed7-e5dcc8fbe82d_perm_2,"Which pathology, if any, is prevalent in this image?",Schistocytes,None,None
56958e7e-2978-4f1e-8ed7-e5dcc8fbe82d_perm_3,"Which pathology, if any, is prevalent in this image?",Schistocytes,None,None
56958e7e-2978-4f1e-8ed7-e5dcc8fbe82d_perm_4,"Which pathology, if any, is prevalent in this image?",Schistocytes,None,None
56958e7e-2978-4f1e-8ed7-e5dcc8fbe82d_perm_5,"Which pathology, if any, is prevalent in this image?",Schistocytes,None,None
56958e7e-2978-4f1e-8ed7-e5dcc8fbe82d_perm_6,"Which pathology, if any, is prevalent in this image?",Schistocytes,Sickle cells,Sickle cells
56958e7e-2978-4f1e-8ed7-e5dcc8fbe82d_perm_7,"Which pathology, if any, is prevalent in this image?",Schistocytes,Sickle cells,Sickle cells
56958e7e-2978-4f1e-8ed7-e5dcc8fbe82d_perm_8,"Which pathology, if any, is prevalent in this image?",Schistocytes,None,None
56958e7e-2978-4f1e-8ed7-e5dcc8fbe82d_perm_9,"Which pathology, if any, is prevalent in this image?",Schistocytes,None,None
56958e7e-2978-4f1e-8ed7-e5dcc8fbe82d_perm_10,"Which pathology, if any, is prevalent in this image?",Schistocytes,Sickle cells,Sickle cells
56958e7e-2978-4f1e-8ed7-e5dcc8fbe82d_perm_11,"Which pathology, if any, is prevalent in this image?",Schistocytes,None,None
56958e7e-2978-4f1e-8ed7-e5dcc8fbe82d_perm_12,"Which pathology, if any, is prevalent in this image?",Schistocytes,Sickle cells,Sickle cells
56958e7e-2978-4f1e-8ed7-e5dcc8fbe82d_perm_13,"Which pathology, if any, is prevalent in this image?",Schistocytes,None,None
56958e7e-2978-4f1e-8ed7-e5dcc8fbe82d_perm_14,"Which pathology, if any, is prevalent in this image?",Schistocytes,Sickle cells,Sickle cells
56958e7e-2978-4f1e-8ed7-e5dcc8fbe82d_perm_15,"Which pathology, if any, is prevalent in this image?",Schistocytes,Sickle cells,Sickle cells
56958e7e-2978-4f1e-8ed7-e5dcc8fbe82d_perm_16,"Which pathology, if any, is prevalent in this image?",Schistocytes,None,None
56958e7e-2978-4f1e-8ed7-e5dcc8fbe82d_perm_17,"Which pathology, if any, is prevalent in this image?",Schistocytes,Sickle cells,Sickle cells
56958e7e-2978-4f1e-8ed7-e5dcc8fbe82d_perm_18,"Which pathology, if any, is prevalent in this image?",Schistocytes,Sickle cells,Sickle cells
56958e7e-2978-4f1e-8ed7-e5dcc8fbe82d_perm_19,"Which pathology, if any, is prevalent in this image?",Schistocytes,Sickle cells,Sickle cells
56958e7e-2978-4f1e-8ed7-e5dcc8fbe82d_perm_20,"Which pathology, if any, is prevalent in this image?",Schistocytes,None,None
56958e7e-2978-4f1e-8ed7-e5dcc8fbe82d_perm_21,"Which pathology, if any, is prevalent in this image?",Schistocytes,None,None
56958e7e-2978-4f1e-8ed7-e5dcc8fbe82d_perm_22,"Which pathology, if any, is prevalent in this image?",Schistocytes,None,None
56958e7e-2978-4f1e-8ed7-e5dcc8fbe82d_perm_23,"Which pathology, if any, is prevalent in this image?",Schistocytes,None,None
56958e7e-2978-4f1e-8ed7-e5dcc8fbe82d_perm_24,"Which pathology, if any, is prevalent in this image?",Schistocytes,Sickle cells,Sickle cells
5c2a91db-7496-40c9-a919-ff9ec03b893b_perm_1,Is there pneumoperitoneum?,No,No,No
5c2a91db-7496-40c9-a919-ff9ec03b893b_perm_2,Is there pneumoperitoneum?,No,No,No
5c2a91db-7496-40c9-a919-ff9ec03b893b_perm_3,Is there pneumoperitoneum?,No,No,No
5c2a91db-7496-40c9-a919-ff9ec03b893b_perm_4,Is there pneumoperitoneum?,No,No,No
5c2a91db-7496-40c9-a919-ff9ec03b893b_perm_5,Is there pneumoperitoneum?,No,No,No
5c2a91db-7496-40c9-a919-ff9ec03b893b_perm_6,Is there pneumoperitoneum?,No,No,No
5c2a91db-7496-40c9-a919-ff9ec03b893b_perm_7,Is there pneumoperitoneum?,No,No,No
5c2a91db-7496-40c9-a919-ff9ec03b893b_perm_8,Is there pneumoperitoneum?,No,No,No
5c2a91db-7496-40c9-a919-ff9ec03b893b_perm_9,Is there pneumoperitoneum?,No,No,No
5c2a91db-7496-40c9-a919-ff9ec03b893b_perm_10,Is there pneumoperitoneum?,No,No,No
5c2a91db-7496-40c9-a919-ff9ec03b893b_perm_11,Is there pneumoperitoneum?,No,No,No
5c2a91db-7496-40c9-a919-ff9ec03b893b_perm_12,Is there pneumoperitoneum?,No,No,No
5c2a91db-7496-40c9-a919-ff9ec03b893b_perm_13,Is there pneumoperitoneum?,No,No,No
5c2a91db-7496-40c9-a919-ff9ec03b893b_perm_14,Is there pneumoperitoneum?,No,No,No
5c2a91db-7496-40c9-a919-ff9ec03b893b_perm_15,Is there pneumoperitoneum?,No,No,No
5c2a91db-7496-40c9-a919-ff9ec03b893b_perm_16,Is there pneumoperitoneum?,No,No,No
5c2a91db-7496-40c9-a919-ff9ec03b893b_perm_17,Is there pneumoperitoneum?,No,No,No
5c2a91db-7496-40c9-a919-ff9ec03b893b_perm_18,Is there pneumoperitoneum?,No,No,No
5c2a91db-7496-40c9-a919-ff9ec03b893b_perm_19,Is there pneumoperitoneum?,No,No,No
5c2a91db-7496-40c9-a919-ff9ec03b893b_perm_20,Is there pneumoperitoneum?,No,No,No
5c2a91db-7496-40c9-a919-ff9ec03b893b_perm_21,Is there pneumoperitoneum?,No,No,No
5c2a91db-7496-40c9-a919-ff9ec03b893b_perm_22,Is there pneumoperitoneum?,No,No,No
5c2a91db-7496-40c9-a919-ff9ec03b893b_perm_23,Is there pneumoperitoneum?,No,No,No
5c2a91db-7496-40c9-a919-ff9ec03b893b_perm_24,Is there pneumoperitoneum?,No,No,No
5d42ff8a-179d-44c1-9cdd-b34e9b291e92_perm_1,What pathology is visible?,Retinal detachment in fundus image.,"No pathology, healthy fundus.","No pathology, healthy fundus."
5d42ff8a-179d-44c1-9cdd-b34e9b291e92_perm_2,What pathology is visible?,Retinal detachment in fundus image.,"No pathology, healthy fundus.","No pathology, healthy fundus."
5d42ff8a-179d-44c1-9cdd-b34e9b291e92_perm_3,What pathology is visible?,Retinal detachment in fundus image.,"No pathology, healthy fundus.","No pathology, healthy fundus."
5d42ff8a-179d-44c1-9cdd-b34e9b291e92_perm_4,What pathology is visible?,Retinal detachment in fundus image.,"No pathology, healthy fundus.","No pathology, healthy fundus."
5d42ff8a-179d-44c1-9cdd-b34e9b291e92_perm_5,What pathology is visible?,Retinal detachment in fundus image.,"No pathology, healthy fundus.","No pathology, healthy fundus."
5d42ff8a-179d-44c1-9cdd-b34e9b291e92_perm_6,What pathology is visible?,Retinal detachment in fundus image.,"No pathology, healthy fundus.","No pathology, healthy fundus."
5d954983-45e2-4853-b94a-19f21492884c_perm_1,Which bone or bones are fractured?,Ulna,Radius,Radius
5d954983-45e2-4853-b94a-19f21492884c_perm_2,Which bone or bones are fractured?,Ulna,Radius,Radius
5d954983-45e2-4853-b94a-19f21492884c_perm_3,Which bone or bones are fractured?,Ulna,Radius,Radius
5d954983-45e2-4853-b94a-19f21492884c_perm_4,Which bone or bones are fractured?,Ulna,Radius,Radius
5d954983-45e2-4853-b94a-19f21492884c_perm_5,Which bone or bones are fractured?,Ulna,Radius,Radius
5d954983-45e2-4853-b94a-19f21492884c_perm_6,Which bone or bones are fractured?,Ulna,Radius,Radius
5d954983-45e2-4853-b94a-19f21492884c_perm_7,Which bone or bones are fractured?,Ulna,Radius,Radius
5d954983-45e2-4853-b94a-19f21492884c_perm_8,Which bone or bones are fractured?,Ulna,Radius,Radius
5d954983-45e2-4853-b94a-19f21492884c_perm_9,Which bone or bones are fractured?,Ulna,Radius,Radius
5d954983-45e2-4853-b94a-19f21492884c_perm_10,Which bone or bones are fractured?,Ulna,Radius,Radius
5d954983-45e2-4853-b94a-19f21492884c_perm_11,Which bone or bones are fractured?,Ulna,Radius,Radius
5d954983-45e2-4853-b94a-19f21492884c_perm_12,Which bone or bones are fractured?,Ulna,Radius,Radius
5d954983-45e2-4853-b94a-19f21492884c_perm_13,Which bone or bones are fractured?,Ulna,Radius,Radius
5d954983-45e2-4853-b94a-19f21492884c_perm_14,Which bone or bones are fractured?,Ulna,Radius,Radius
5d954983-45e2-4853-b94a-19f21492884c_perm_15,Which bone or bones are fractured?,Ulna,Radius,Radius
5d954983-45e2-4853-b94a-19f21492884c_perm_16,Which bone or bones are fractured?,Ulna,Radius,Radius
5d954983-45e2-4853-b94a-19f21492884c_perm_17,Which bone or bones are fractured?,Ulna,Radius,Radius
5d954983-45e2-4853-b94a-19f21492884c_perm_18,Which bone or bones are fractured?,Ulna,Radius,Radius
5d954983-45e2-4853-b94a-19f21492884c_perm_19,Which bone or bones are fractured?,Ulna,Radius,Radius
5d954983-45e2-4853-b94a-19f21492884c_perm_20,Which bone or bones are fractured?,Ulna,Radius,Radius
5d954983-45e2-4853-b94a-19f21492884c_perm_21,Which bone or bones are fractured?,Ulna,Radius,Radius
5d954983-45e2-4853-b94a-19f21492884c_perm_22,Which bone or bones are fractured?,Ulna,Radius,Radius
5d954983-45e2-4853-b94a-19f21492884c_perm_23,Which bone or bones are fractured?,Ulna,Radius,Radius
5d954983-45e2-4853-b94a-19f21492884c_perm_24,Which bone or bones are fractured?,Ulna,Radius,Radius
63338bb8-841b-4420-86fe-78e1963625d0_perm_1,Which skin-condition is shown?,Superficial spreading melanoma,Cherry angioma,Cherry angioma
63338bb8-841b-4420-86fe-78e1963625d0_perm_2,Which skin-condition is shown?,Superficial spreading melanoma,Cherry angioma,Cherry angioma
63338bb8-841b-4420-86fe-78e1963625d0_perm_3,Which skin-condition is shown?,Superficial spreading melanoma,Cherry angioma,Cherry angioma
63338bb8-841b-4420-86fe-78e1963625d0_perm_4,Which skin-condition is shown?,Superficial spreading melanoma,Superficial spreading Melanoma,Superficial spreading Melanoma
63338bb8-841b-4420-86fe-78e1963625d0_perm_5,Which skin-condition is shown?,Superficial spreading melanoma,Spider angioma,Spider angioma
63338bb8-841b-4420-86fe-78e1963625d0_perm_6,Which skin-condition is shown?,Superficial spreading melanoma,Cherry angioma,Cherry angioma
63338bb8-841b-4420-86fe-78e1963625d0_perm_7,Which skin-condition is shown?,Superficial spreading melanoma,Spider angioma,Spider angioma
63338bb8-841b-4420-86fe-78e1963625d0_perm_8,Which skin-condition is shown?,Superficial spreading melanoma,Spider angioma,Spider angioma
63338bb8-841b-4420-86fe-78e1963625d0_perm_9,Which skin-condition is shown?,Superficial spreading melanoma,Cherry angioma,Cherry angioma
63338bb8-841b-4420-86fe-78e1963625d0_perm_10,Which skin-condition is shown?,Superficial spreading melanoma,Spider angioma,Spider angioma
63338bb8-841b-4420-86fe-78e1963625d0_perm_11,Which skin-condition is shown?,Superficial spreading melanoma,Spider angioma,Spider angioma
63338bb8-841b-4420-86fe-78e1963625d0_perm_12,Which skin-condition is shown?,Superficial spreading melanoma,Cherry angioma,Cherry angioma
63338bb8-841b-4420-86fe-78e1963625d0_perm_13,Which skin-condition is shown?,Superficial spreading melanoma,Spider angioma,Spider angioma
63338bb8-841b-4420-86fe-78e1963625d0_perm_14,Which skin-condition is shown?,Superficial spreading melanoma,Cherry angioma,Cherry angioma
63338bb8-841b-4420-86fe-78e1963625d0_perm_15,Which skin-condition is shown?,Superficial spreading melanoma,Superficial spreading Melanoma,Superficial spreading Melanoma
63338bb8-841b-4420-86fe-78e1963625d0_perm_16,Which skin-condition is shown?,Superficial spreading melanoma,Cherry angioma,Cherry angioma
63338bb8-841b-4420-86fe-78e1963625d0_perm_17,Which skin-condition is shown?,Superficial spreading melanoma,Cherry angioma,Cherry angioma
